Code Mod,NCIC Category Assignment,Description,NC Non-Facility Rate,NC Facility Rate
66991,Major surgery,XCAPSL CTRC RMVL INSJ 1+,1217.07,1217.07
66999,Major surgery,UNLISTED PX ANT SEGMENT EYE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
67005,Major surgery,PARTIAL REMOVAL OF EYE FLUID,850.75,850.75
67010,Major surgery,PARTIAL REMOVAL OF EYE FLUID,971.86,971.86
67015,Major surgery,RELEASE OF EYE FLUID,1068.44,1068.44
67025,Major surgery,REPLACE EYE FLUID,1304.86,1120.29
67027,Major surgery,IMPLANT EYE DRUG SYSTEM,1503.88,1503.88
67028,Other professional services,INJECTION EYE DRUG,155.06,126.75
67030,Major surgery,INCISE INNER EYE STRANDS,986.52,986.52
67031,Major surgery,LASER SURGERY EYE STRANDS,687.38,628.39
67036,Major surgery,REMOVAL OF INNER EYE FLUID,1590.71,1590.71
67039,Major surgery,LASER TREATMENT OF RETINA,1702.86,1702.86
67040,Major surgery,LASER TREATMENT OF RETINA,1838.95,1838.95
67041,Major surgery,VIT FOR MACULAR PUCKER,2028.33,2028.33
67042,Major surgery,VIT FOR MACULAR HOLE,2028.33,2028.33
67043,Major surgery,VIT FOR MEMBRANE DISSECT,2140.91,2140.91
67101,Other professional services,REPAIR DETACHED RETINA CRTX,455.63,389.13
67105,Other professional services,REPAIR DETACHED RETINA PC,404.13,375.38
67107,Major surgery,REPAIR DETACHED RETINA,1994.83,1994.83
67108,Major surgery,REPAIR DETACHED RETINA,2112.53,2112.53
67110,Major surgery,REPAIR DETACHED RETINA,1571.97,1441.73
67113,Major surgery,REPAIR RETINAL DETACH CPLX,2358.17,2358.17
67115,Major surgery,RELEASE ENCIRCLING MATERIAL,886.65,886.65
67120,Major surgery,REMOVE EYE IMPLANT MATERIAL,1180.57,985.49
67121,Major surgery,REMOVE EYE IMPLANT MATERIAL,1603.95,1603.95
67141,Major surgery,PROPH RTA DTCHMNT CRTX DTHRM,475.20,383.49
67145,Major surgery,PROPH RTA DTCHMNT PC,430.23,383.49
67208,Major surgery,TREATMENT OF RETINAL LESION,1069.58,1025.19
67210,Major surgery,TREATMENT OF RETINAL LESION,913.77,885.14
67218,Major surgery,TREATMENT OF RETINAL LESION,2467.84,2467.84
67220,Major surgery,TREATMENT OF CHOROID LESION,939.04,885.89
67221,Other professional services,OCULAR PHOTODYNAMIC THER,385.47,286.19
67225,Major surgery,EYE PHOTODYNAMIC THER ADD-ON,52.36,48.85
67227,Other professional services,DSTRJ EXTENSIVE RETINOPATHY,403.05,348.69
67228,Other professional services,TREATMENT X10SV RETINOPATHY,463.77,415.70
67229,Major surgery,TR RETINAL LES PRETERM INF,2053.90,2053.90
67250,Major surgery,REINFORCE EYE WALL,1585.74,1585.74
67255,Major surgery,REINFORCE/GRAFT EYE WALL,1222.44,1222.44
67299,Major surgery,UNLISTED PX POSTERIOR SEGMNT,UCR or Pay Per Agreement,UCR or Pay Per Agreement
67311,Major surgery,REVISE EYE MUSCLE,812.96,812.96
67312,Major surgery,REVISE TWO EYE MUSCLES,1184.72,1184.72
67314,Major surgery,REVISE EYE MUSCLE,812.96,812.96
67316,Major surgery,REVISE TWO EYE MUSCLES,1265.45,1265.45
67318,Major surgery,REVISE EYE MUSCLE(S),1224.17,1224.17
67320,Major surgery,REVISE EYE MUSCLE(S) ADD-ON,311.03,311.03
67331,Major surgery,EYE SURGERY FOLLOW-UP ADD-ON,224.56,224.56
67332,Major surgery,REREVISE EYE MUSCLES ADD-ON,363.34,363.34
67334,Major surgery,REVISE EYE MUSCLE W/SUTURE,221.93,221.93
67335,Major surgery,EYE SUTURE DURING SURGERY,333.96,333.96
67340,Major surgery,REVISE EYE MUSCLE ADD-ON,520.40,520.40
67343,Major surgery,RELEASE EYE TISSUE,1200.67,1200.67
67345,Other professional services,DESTROY NERVE OF EYE MUSCLE,334.26,297.87
67346,Other professional services,BIOPSY EYE MUSCLE,265.41,265.41
67399,Major surgery,UNLISTED PX EXTRAOCULAR MUSC,UCR or Pay Per Agreement,UCR or Pay Per Agreement
67400,Major surgery,EXPLORE/BIOPSY EYE SOCKET,1820.99,1820.99
67405,Major surgery,EXPLORE/DRAIN EYE SOCKET,1586.66,1586.66
67412,Major surgery,EXPLORE/TREAT EYE SOCKET,1731.00,1731.00
67413,Major surgery,EXPLORE/TREAT EYE SOCKET,1691.08,1691.08
67414,Major surgery,EXPLR/DECOMPRESS EYE SOCKET,2554.11,2554.11
67415,Other professional services,ASPIRATION ORBITAL CONTENTS,141.45,141.45
67420,Major surgery,EXPLORE/TREAT EYE SOCKET,3059.06,3059.06
67430,Major surgery,EXPLORE/TREAT EYE SOCKET,2434.40,2434.40
67440,Major surgery,EXPLORE/DRAIN EYE SOCKET,2362.54,2362.54
67445,Major surgery,EXPLR/DECOMPRESS EYE SOCKET,2690.61,2690.61
67450,Major surgery,EXPLORE/BIOPSY EYE SOCKET,2447.91,2447.91
67500,Other professional services,INJECT/TREAT EYE SOCKET,106.31,89.69
67505,Other professional services,INJECT/TREAT EYE SOCKET,116.90,98.93
67515,Other professional services,INJECT/TREAT EYE SOCKET,70.35,64.52
67516,Other professional services,SPRCHOROIDAL SPC NJX RX AGT,164.70,133.70
67550,Major surgery,INSERT EYE SOCKET IMPLANT,1908.11,1908.11
67560,Major surgery,REVISE EYE SOCKET IMPLANT,1948.83,1948.83
67570,Major surgery,DECOMPRESS OPTIC NERVE,2236.57,2236.57
67599,Major surgery,UNLISTED PROCEDURE ORBIT,UCR or Pay Per Agreement,UCR or Pay Per Agreement
67700,Other professional services,BLEPHAROTOMY DRG ABSC EYELID,374.18,160.31
67710,Other professional services,SEVERING TARSORRHAPHY,318.23,134.03
67715,Other professional services,CANTHOTOMY,348.81,147.98
67800,Other professional services,REMOVE EYELID LESION,177.42,141.03
67801,Other professional services,REMOVE EYELID LESIONS,224.09,180.96
67805,Other professional services,REMOVE EYELID LESIONS,279.17,223.91
67808,Major surgery,REMOVE EYELID LESION(S),656.55,656.55
67810,Other professional services,INCAL BX EYELID SKN LID MRGN,245.79,94.38
67820,Other professional services,REVISE EYELASHES,26.06,30.56
67825,Other professional services,REVISE EYELASHES,183.78,168.06
67830,Other professional services,REVISE EYELASHES,359.33,189.05
67835,Major surgery,REVISE EYELASHES,788.68,788.68
67840,Other professional services,REMOVE EYELID LESION,373.01,215.30
67850,Other professional services,DSTRJ LESION LID MARGIN <1CM,292.22,181.25
67875,Other professional services,CLOSURE OF EYELID BY SUTURE,243.57,131.70
67880,Major surgery,REVISION OF EYELID,825.75,656.96
67882,Major surgery,REVISION OF EYELID,1012.23,840.51
67900,Major surgery,REPAIR BROW DEFECT,1151.40,900.84
67901,Major surgery,REPAIR EYELID DEFECT,1396.47,1048.36
67902,Major surgery,REPAIR EYELID DEFECT,1291.27,1291.27
67903,Major surgery,REPAIR EYELID DEFECT,1066.75,856.48
67904,Major surgery,REPAIR EYELID DEFECT,1307.22,1060.16
67906,Major surgery,REPAIR EYELID DEFECT,900.16,900.16
67908,Major surgery,REPAIR EYELID DEFECT,955.27,768.94
67909,Major surgery,REVISE EYELID DEFECT,968.64,780.59
67911,Major surgery,REVISE EYELID DEFECT,996.88,996.88
67912,Major surgery,CORRECTION EYELID W/IMPLANT,1548.94,862.66
67914,Major surgery,REPAIR EYELID DEFECT,851.97,586.81
67915,Major surgery,REPAIR EYELID DEFECT,543.62,353.79
67916,Major surgery,REPAIR EYELID DEFECT,1068.44,767.64
67917,Major surgery,REPAIR EYELID DEFECT,1095.32,813.21
67921,Major surgery,REPAIR EYELID DEFECT,831.64,557.12
67922,Major surgery,REPAIR EYELID DEFECT,534.85,356.71
67923,Major surgery,REPAIR EYELID DEFECT,1069.19,767.79
67924,Major surgery,REPAIR EYELID DEFECT,1138.55,814.38
67930,Other professional services,REPAIR EYELID WOUND,501.80,323.43
67935,Major surgery,REPAIR EYELID WOUND,1060.22,780.45
67938,Other professional services,REMOVE EYELID FOREIGN BODY,349.58,158.18
67950,Major surgery,REVISION OF EYELID,1032.78,823.10
67961,Major surgery,REVISION OF EYELID,1040.09,809.97
67966,Major surgery,REVISION OF EYELID,1376.74,1164.13
67971,Major surgery,RECONSTRUCTION OF EYELID,1279.65,1279.65
67973,Major surgery,RECONSTRUCTION OF EYELID,1646.23,1646.23
67974,Major surgery,RECONSTRUCTION OF EYELID,1642.08,1642.08
67975,Major surgery,RECONSTRUCTION OF EYELID,1212.82,1212.82
67999,Major surgery,UNLISTED PROCEDURE EYELIDS,UCR or Pay Per Agreement,UCR or Pay Per Agreement
68020,Other professional services,INCISE/DRAIN EYELID LINING,166.47,151.20
68040,Other professional services,TREATMENT OF EYELID LESIONS,86.57,66.80
68100,Other professional services,BIOPSY CONJUNCTIVA,240.11,131.82
68110,Other professional services,EXC LES CONJUNCTIVA <1 CM,317.79,204.12
68115,Other professional services,EXC LES CONJUNCTIVA >1 CM,442.64,250.79
68130,Major surgery,EXC LES CONJUNCTIVA ADJ SCL,969.85,735.64
68135,Other professional services,DESTRUCTION LES CONJUNCTIVA,217.28,206.04
68200,Other professional services,TREAT EYELID BY INJECTION,56.97,47.09
68320,Major surgery,REVISE/GRAFT EYELID LINING,1305.49,961.47
68325,Major surgery,REVISE/GRAFT EYELID LINING,1167.80,1167.80
68326,Major surgery,REVISE/GRAFT EYELID LINING,1146.80,1146.80
68328,Major surgery,REVISE/GRAFT EYELID LINING,1253.40,1253.40
68330,Major surgery,REVISE EYELID LINING,1095.53,821.03
68335,Major surgery,REVISE/GRAFT EYELID LINING,1150.64,1150.64
68340,Major surgery,SEPARATE EYELID ADHESIONS,1051.64,705.86
68360,Major surgery,REVISE EYELID LINING,954.41,731.87
68362,Major surgery,REVISE EYELID LINING,1165.36,1165.36
68371,Other professional services,HARVEST EYE TISSUE ALOGRAFT,563.72,563.72
68399,Major surgery,UNLISTED PX CONJUNCTIVA,UCR or Pay Per Agreement,UCR or Pay Per Agreement
68400,Other professional services,I&D LACRIMAL GLAND,394.34,180.92
68420,Other professional services,I&D LACRIMAL SAC,441.98,228.56
68440,Other professional services,SNIP INC LACRIMAL PUNCTUM,142.85,137.01
68500,Major surgery,REMOVAL OF TEAR GLAND,1881.24,1881.24
68505,Major surgery,PARTIAL REMOVAL TEAR GLAND,1872.86,1872.86
68510,Other professional services,BIOPSY OF TEAR GLAND,607.73,394.31
68520,Major surgery,REMOVAL OF TEAR SAC,1308.68,1308.68
68525,Other professional services,BIOPSY OF TEAR SAC,353.42,353.42
68530,Other professional services,CLEARANCE OF TEAR DUCT,582.02,348.83
68540,Major surgery,REMOVE TEAR GLAND LESION,1739.89,1739.89
68550,Major surgery,REMOVE TEAR GLAND LESION,2164.11,2164.11
68700,Major surgery,REPAIR TEAR DUCTS,1073.61,1073.61
68705,Other professional services,REVISE TEAR DUCT OPENING,349.26,227.06
68720,Major surgery,CREATE TEAR SAC DRAIN,1437.11,1437.11
68745,Major surgery,CREATE TEAR DUCT DRAIN,1444.68,1444.68
68750,Major surgery,CREATE TEAR DUCT DRAIN,1521.14,1521.14
68760,Other professional services,CLOSE TEAR DUCT OPENING,294.29,200.84
68761,Other professional services,CLOSE TEAR DUCT OPENING,196.92,160.98
68770,Major surgery,CLOSE TEAR SYSTEM FISTULA,1116.88,1116.88
68801,Other professional services,DILATE TEAR DUCT OPENING,130.04,108.92
68810,Other professional services,PROBE NASOLACRIMAL DUCT,218.64,175.97
68811,Other professional services,PROBE NASOLACRIMAL DUCT,186.18,186.18
68815,Other professional services,PROBE NASOLACRIMAL DUCT,500.36,304.47
68816,Other professional services,PROBE NL DUCT W/BALLOON,1090.11,215.34
68840,Other professional services,EXPLORE/IRRIGATE TEAR DUCTS,181.77,161.10
68841,Other professional services,INSJ RX ELUT IMPLT LAC CANAL,52.47,44.84
68850,Other professional services,INJECTION FOR TEAR SAC X-RAY,79.85,71.31
68899,Major surgery,UNLISTED PX LACRIMAL SYSTEM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
69000,Other professional services,DRG XTRNL EAR ABSC/HEM SMPL,251.06,173.33
69005,Other professional services,DRG XTRNL EAR ABSC/HEM COMP,298.76,223.73
69020,Other professional services,DRG XTRNL AUD CANAL ABSCESS,311.51,198.27
69090,Other professional services,EAR PIERCING,UCR or Pay Per Agreement,UCR or Pay Per Agreement
69100,Other professional services,BIOPSY OF EXTERNAL EAR,129.05,63.90
69105,Other professional services,BIOPSY OF EXTERNAL EAR CANAL,192.81,89.46
69110,Major surgery,REMOVE EXTERNAL EAR PARTIAL,825.47,585.41
69120,Major surgery,REMOVAL OF EXTERNAL EAR,690.48,690.48
69140,Major surgery,REMOVE EAR CANAL LESION(S),1599.25,1599.25
69145,Major surgery,REMOVE EAR CANAL LESION(S),717.02,459.42
69150,Major surgery,EXTENSIVE EAR CANAL SURGERY,1791.86,1791.86
69155,Major surgery,EXTENSIVE EAR/NECK SURGERY,2905.40,2905.40
69200,Other professional services,CLEAR OUTER EAR CANAL,109.98,65.94
69205,Other professional services,CLEAR OUTER EAR CANAL,131.27,131.27
69209,Other professional services,REMOVE IMPACTED EAR WAX UNI,20.99,20.99
69210,Other professional services,REMOVE IMPACTED EAR WAX UNI,66.00,44.43
69220,Other professional services,CLEAN OUT MASTOID CAVITY,108.27,71.43
69222,Other professional services,CLEAN OUT MASTOID CAVITY,291.44,188.10
69300,Major surgery,REVISE EXTERNAL EAR,1153.87,848.97
69310,Major surgery,REBUILD OUTER EAR CANAL,1982.47,1982.47
69320,Major surgery,REBUILD OUTER EAR CANAL,2772.61,2772.61
69399,Major surgery,UNLISTED PX EXTERNAL EAR,UCR or Pay Per Agreement,UCR or Pay Per Agreement
69420,Other professional services,INCISION OF EARDRUM,258.98,167.31
69421,Other professional services,INCISION OF EARDRUM,209.45,209.45
69424,Other professional services,REMOVE VENTILATING TUBE,172.52,84.90
69433,Other professional services,CREATE EARDRUM OPENING,274.23,183.92
69436,Other professional services,CREATE EARDRUM OPENING,221.45,221.45
69440,Major surgery,EXPLORATION OF MIDDLE EAR,1227.17,1227.17
69450,Major surgery,EARDRUM REVISION,970.79,970.79
69501,Major surgery,MASTOIDECTOMY,1267.95,1267.95
69502,Major surgery,MASTOIDECTOMY,1682.36,1682.36
69505,Major surgery,REMOVE MASTOID STRUCTURES,2185.29,2185.29
69511,Major surgery,EXTENSIVE MASTOID SURGERY,2236.26,2236.26
69530,Major surgery,EXTENSIVE MASTOID SURGERY,2995.20,2995.20
69535,Major surgery,REMOVE PART OF TEMPORAL BONE,4757.40,4757.40
69540,Other professional services,EXCISION AURAL POLYP,282.57,177.89
69550,Major surgery,EXC AURL GLOMUS TUM TRNSCANL,1890.51,1890.51
69552,Major surgery,EXC AURL GLOMUS TUM TRNSMSTD,2827.36,2827.36
69554,Major surgery,EXC AURL GLOMUS TUM EXTENDED,4520.30,4520.30
69601,Major surgery,REVJ MSTDC RSLTG COMPL MSTDC,1813.29,1813.29
69602,Major surgery,REV MSTDC RSLT MOD RAD MSTDC,1935.14,1935.14
69603,Major surgery,REVJ MSTDC RSLTG RAD MSTDC,2285.17,2285.17
69604,Major surgery,REVJ MSTDC RSLTG TYMPANPLSTY,1977.94,1977.94
69610,Other professional services,TYMPANIC MEMBRANE REPAIR,524.18,397.49
69620,Major surgery,MYRINGOPLASTY,1312.66,890.37
69631,Major surgery,REPAIR EARDRUM STRUCTURES,1577.53,1577.53
69632,Major surgery,REBUILD EARDRUM STRUCTURES,1921.22,1921.22
69633,Major surgery,REBUILD EARDRUM STRUCTURES,1868.96,1868.96
69635,Major surgery,REPAIR EARDRUM STRUCTURES,2270.09,2270.09
69636,Major surgery,REBUILD EARDRUM STRUCTURES,2505.22,2505.22
69637,Major surgery,REBUILD EARDRUM STRUCTURES,2494.52,2494.52
69641,Major surgery,REVISE MIDDLE EAR & MASTOID,1851.97,1851.97
69642,Major surgery,REVISE MIDDLE EAR & MASTOID,2377.36,2377.36
69643,Major surgery,REVISE MIDDLE EAR & MASTOID,2174.64,2174.64
69644,Major surgery,REVISE MIDDLE EAR & MASTOID,2684.33,2684.33
69645,Major surgery,REVISE MIDDLE EAR & MASTOID,2634.31,2634.31
69646,Major surgery,REVISE MIDDLE EAR & MASTOID,2789.22,2789.22
69650,Major surgery,STAPES MOBILIZATION,1428.82,1428.82
69660,Major surgery,REVISE MIDDLE EAR BONE,1646.40,1646.40
69661,Major surgery,REVISE MIDDLE EAR BONE,2144.81,2144.81
69662,Major surgery,REVISE MIDDLE EAR BONE,2051.60,2051.60
69666,Major surgery,REPAIR MIDDLE EAR STRUCTURES,1437.27,1437.27
69667,Major surgery,REPAIR MIDDLE EAR STRUCTURES,1437.89,1437.89
69670,Major surgery,REMOVE MASTOID AIR CELLS,1679.71,1679.71
69676,Major surgery,REMOVE MIDDLE EAR NERVE,1480.21,1480.21
69700,Major surgery,CLOSE MASTOID FISTULA,1186.98,1186.98
69705,Other professional services,NPS SURG DILAT EUST TUBE UNI,3447.23,239.73
69706,Other professional services,NPS SURG DILAT EUST TUBE BI,3571.14,334.89
69710,Other professional services,IMPLANT/REPLACE HEARING AID,UCR or Pay Per Agreement,UCR or Pay Per Agreement
69711,Major surgery,REMOVE/REPAIR HEARING AID,1492.59,1492.59
69714,Major surgery,IMPL OI IMPLT SKULL PERQ ESP,887.07,887.07
69716,Major surgery,IMPL OI IMPLT SK TC ESP<100,1112.40,1112.40
69717,Major surgery,RPLCMT OI IMPLT SKL PRQ ESP,1005.09,1005.09
69719,Major surgery,RPLCM OI IMPLT SK TC ESP<100,1154.71,1154.71
69720,Major surgery,RELEASE FACIAL NERVE,2101.18,2101.18
69725,Major surgery,RELEASE FACIAL NERVE,3333.02,3333.02
69726,Major surgery,RMV NTR OI IMPLT SKL PRQ ESP,853.61,853.61
69727,Major surgery,RMV NTR OI IMP SK TC ESP<100,952.87,952.87
69728,Major surgery,RMV NTR OI IMP SK TC>=100,1062.44,1062.44
69729,Major surgery,IMPL OI IMPLT SK TC ESP>=100,1204.67,1204.67
69730,Major surgery,RPLC OI IMPLT SK TC ESP>=100,1230.94,1230.94
69740,Major surgery,REPAIR FACIAL NERVE,2068.85,2068.85
69745,Major surgery,REPAIR FACIAL NERVE,2203.29,2203.29
69799,Major surgery,UNLISTED PX MIDDLE EAR,UCR or Pay Per Agreement,UCR or Pay Per Agreement
69801,Other professional services,INCISE INNER EAR,308.34,172.22
69805,Major surgery,EXPLORE INNER EAR,1838.40,1838.40
69806,Major surgery,EXPLORE INNER EAR,1642.39,1642.39
69905,Major surgery,REMOVE INNER EAR,1632.52,1632.52
69910,Major surgery,REMOVE INNER EAR & MASTOID,1766.72,1766.72
69915,Major surgery,INCISE INNER EAR NERVE,2682.23,2682.23
69930,Major surgery,IMPLANT COCHLEAR DEVICE,2165.34,2165.34
69949,Major surgery,UNLISTED PX INNER EAR,UCR or Pay Per Agreement,UCR or Pay Per Agreement
69950,Major surgery,INCISE INNER EAR NERVE,3122.11,3122.11
69955,Major surgery,RELEASE FACIAL NERVE,3506.41,3506.41
69960,Major surgery,RELEASE INNER EAR CANAL,3365.66,3365.66
69970,Major surgery,REMOVE INNER EAR LESION,3794.41,3794.41
69979,Major surgery,UNLISTED PX TEMPORAL BONE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
69990,Major surgery,MICROSURGERY ADD-ON,375.84,375.84
70010,Radiology,CONTRAST X-RAY OF BRAIN,105.79,105.79
70015,Radiology,CONTRAST X-RAY OF BRAIN,291.35,291.35
70015-26,Radiology,CONTRAST X-RAY OF BRAIN,102.86,102.86
70015-TC,Radiology,CONTRAST X-RAY OF BRAIN,188.49,188.49
70030,Radiology,X-RAY EYE FOR FOREIGN BODY,58.34,58.34
70030-26,Radiology,X-RAY EYE FOR FOREIGN BODY,15.85,15.85
70030-TC,Radiology,X-RAY EYE FOR FOREIGN BODY,42.47,42.47
70100,Radiology,X-RAY EXAM OF JAW <4VIEWS,68.27,68.27
70100-26,Radiology,X-RAY EXAM OF JAW <4VIEWS,15.85,15.85
70100-TC,Radiology,X-RAY EXAM OF JAW <4VIEWS,52.40,52.40
70110,Radiology,X-RAY EXAM OF JAW 4/> VIEWS,77.36,77.36
70110-26,Radiology,X-RAY EXAM OF JAW 4/> VIEWS,22.04,22.04
70110-TC,Radiology,X-RAY EXAM OF JAW 4/> VIEWS,55.32,55.32
70120,Radiology,X-RAY EXAM OF MASTOIDS,67.68,67.68
70120-26,Radiology,X-RAY EXAM OF MASTOIDS,15.85,15.85
70120-TC,Radiology,X-RAY EXAM OF MASTOIDS,51.81,51.81
70130,Radiology,X-RAY EXAM OF MASTOIDS,110.31,110.31
70130-26,Radiology,X-RAY EXAM OF MASTOIDS,29.87,29.87
70130-TC,Radiology,X-RAY EXAM OF MASTOIDS,80.44,80.44
70134,Radiology,X-RAY EXAM OF MIDDLE EAR,108.73,108.73
70134-26,Radiology,X-RAY EXAM OF MIDDLE EAR,31.22,31.22
70134-TC,Radiology,X-RAY EXAM OF MIDDLE EAR,77.51,77.51
70140,Radiology,X-RAY EXAM OF FACIAL BONES,56.63,56.63
70140-26,Radiology,X-RAY EXAM OF FACIAL BONES,17.67,17.67
70140-TC,Radiology,X-RAY EXAM OF FACIAL BONES,38.96,38.96
70150,Radiology,X-RAY EXAM OF FACIAL BONES,82.66,82.66
70150-26,Radiology,X-RAY EXAM OF FACIAL BONES,22.66,22.66
70150-TC,Radiology,X-RAY EXAM OF FACIAL BONES,60.00,60.00
70160,Radiology,X-RAY EXAM OF NASAL BONES,66.46,66.46
70160-26,Radiology,X-RAY EXAM OF NASAL BONES,15.23,15.23
70160-TC,Radiology,X-RAY EXAM OF NASAL BONES,51.23,51.23
70170,Radiology,X-RAY EXAM OF TEAR DUCT,454.58,454.58
70170-26,Radiology,X-RAY EXAM OF TEAR DUCT,26.19,26.19
70170-TC,Radiology,X-RAY EXAM OF TEAR DUCT,428.40,428.40
70190,Radiology,X-RAY EXAM OF EYE SOCKETS,66.07,66.07
70190-26,Radiology,X-RAY EXAM OF EYE SOCKETS,19.50,19.50
70190-TC,Radiology,X-RAY EXAM OF EYE SOCKETS,46.57,46.57
70200,Radiology,X-RAY EXAM OF EYE SOCKETS,84.49,84.49
70200-26,Radiology,X-RAY EXAM OF EYE SOCKETS,24.51,24.51
70200-TC,Radiology,X-RAY EXAM OF EYE SOCKETS,60.00,60.00
70210,Radiology,X-RAY EXAM OF SINUSES,57.12,57.12
70210-26,Radiology,X-RAY EXAM OF SINUSES,15.23,15.23
70210-TC,Radiology,X-RAY EXAM OF SINUSES,41.89,41.89
70220,Radiology,X-RAY EXAM OF SINUSES,66.69,66.69
70220-26,Radiology,X-RAY EXAM OF SINUSES,18.97,18.97
70220-TC,Radiology,X-RAY EXAM OF SINUSES,47.74,47.74
70240,Radiology,X-RAY EXAM PITUITARY SADDLE,57.80,57.80
70240-26,Radiology,X-RAY EXAM PITUITARY SADDLE,16.50,16.50
70240-TC,Radiology,X-RAY EXAM PITUITARY SADDLE,41.30,41.30
70250,Radiology,X-RAY EXAM OF SKULL,63.59,63.59
70250-26,Radiology,X-RAY EXAM OF SKULL,15.85,15.85
70250-TC,Radiology,X-RAY EXAM OF SKULL,47.74,47.74
70260,Radiology,X-RAY EXAM OF SKULL,79.25,79.25
70260-26,Radiology,X-RAY EXAM OF SKULL,24.51,24.51
70260-TC,Radiology,X-RAY EXAM OF SKULL,54.74,54.74
70300,Radiology,X-RAY EXAM OF TEETH,23.50,23.50
70300-26,Radiology,X-RAY EXAM OF TEETH,9.07,9.07
70300-TC,Radiology,X-RAY EXAM OF TEETH,14.43,14.43
70310,Radiology,X-RAY EXAM OF TEETH,71.68,71.68
70310-26,Radiology,X-RAY EXAM OF TEETH,14.61,14.61
70310-TC,Radiology,X-RAY EXAM OF TEETH,57.08,57.08
70320,Radiology,FULL MOUTH X-RAY OF TEETH,95.90,95.90
70320-26,Radiology,FULL MOUTH X-RAY OF TEETH,20.14,20.14
70320-TC,Radiology,FULL MOUTH X-RAY OF TEETH,75.76,75.76
70328,Radiology,X-RAY EXAM OF JAW JOINT,60.66,60.66
70328-26,Radiology,X-RAY EXAM OF JAW JOINT,15.85,15.85
70328-TC,Radiology,X-RAY EXAM OF JAW JOINT,44.81,44.81
70330,Radiology,X-RAY EXAM OF JAW JOINTS,93.66,93.66
70330-26,Radiology,X-RAY EXAM OF JAW JOINTS,20.81,20.81
70330-TC,Radiology,X-RAY EXAM OF JAW JOINTS,72.85,72.85
70332,Radiology,X-RAY EXAM OF JAW JOINT,144.38,144.38
70332-26,Radiology,X-RAY EXAM OF JAW JOINT,47.00,47.00
70332-TC,Radiology,X-RAY EXAM OF JAW JOINT,97.38,97.38
70336,Radiology,MAGNETIC IMAGE JAW JOINT,470.77,470.77
70336-26,Radiology,MAGNETIC IMAGE JAW JOINT,126.65,126.65
70336-TC,Radiology,MAGNETIC IMAGE JAW JOINT,344.12,344.12
70350,Radiology,X-RAY HEAD FOR ORTHODONTIA,31.41,31.41
70350-26,Radiology,X-RAY HEAD FOR ORTHODONTIA,15.81,15.81
70350-TC,Radiology,X-RAY HEAD FOR ORTHODONTIA,15.60,15.60
70355,Radiology,PANORAMIC X-RAY OF JAWS,33.89,33.89
70355-26,Radiology,PANORAMIC X-RAY OF JAWS,18.29,18.29
70355-TC,Radiology,PANORAMIC X-RAY OF JAWS,15.60,15.60
70360,Radiology,X-RAY EXAM OF NECK,55.42,55.42
70360-26,Radiology,X-RAY EXAM OF NECK,15.85,15.85
