ARIZONA PHYSICIANS' FEE SCHEDULE,,,,,
Radiology Codes 2024,,,,,
Radiology Conversion Factor $70.00,,,,,
,,,,,
,,,,,
Code,Category,FY24 NF RVU,FY24 FAC RVU,FY24 NF RBRVS Rate,FY24 FAC RBRVS Rate
52346 00,Surgery,13.14,13.14,946.08,946.08
52351 00,Surgery,8.93,8.93,642.96,642.96
52352 00,Surgery,10.43,10.43,750.96,750.96
52353 00,Surgery,11.54,11.54,830.88,830.88
52354 00,Surgery,12.28,12.28,884.16,884.16
52355 00,Surgery,13.76,13.76,990.72,990.72
52356 00,Surgery,12.24,12.24,881.28,881.28
52400 00,Surgery,14.23,14.23,1024.56,1024.56
52402 00,Surgery,7.81,7.81,562.32,562.32
52441 00,Surgery,37.72,6.18,2715.84,444.96
52442 00,Surgery,25.64,1.49,1846.08,107.28
52450 00,Surgery,14.28,14.28,1028.16,1028.16
52500 00,Surgery,14.82,14.82,1067.04,1067.04
52601 00,Surgery,21.73,21.73,1564.56,1564.56
52630 00,Surgery,12.2,12.2,878.4,878.4
52640 00,Surgery,9.74,9.74,701.28,701.28
52647 00,Surgery,46.75,19.45,3366,1400.4
52648 00,Surgery,48.21,20.72,3471.12,1491.84
52649 00,Surgery,24.64,24.64,1774.08,1774.08
52700 00,Surgery,13.29,13.29,956.88,956.88
53000 00,Surgery,4.47,4.47,321.84,321.84
53010 00,Surgery,8.98,8.98,646.56,646.56
53020 00,Surgery,2.87,2.87,206.64,206.64
53025 00,Surgery,2.05,2.05,147.6,147.6
53040 00,Surgery,11.79,11.79,848.88,848.88
53060 00,Surgery,5.72,5,411.84,360
53080 00,Surgery,12.66,12.66,911.52,911.52
53085 00,Surgery,19.41,19.41,1397.52,1397.52
53200 00,Surgery,4.78,4.23,344.16,304.56
53210 00,Surgery,23.2,23.2,1670.4,1670.4
53215 00,Surgery,27.6,27.6,1987.2,1987.2
53220 00,Surgery,13.58,13.58,977.76,977.76
53230 00,Surgery,18.3,18.3,1317.6,1317.6
53235 00,Surgery,19,19,1368,1368
53240 00,Surgery,12.78,12.78,920.16,920.16
53250 00,Surgery,11.92,11.92,858.24,858.24
53260 00,Surgery,6.25,5.45,450,392.4
53265 00,Surgery,6.92,5.67,498.24,408.24
53270 00,Surgery,6.39,5.55,460.08,399.6
53275 00,Surgery,7.87,7.87,566.64,566.64
53400 00,Surgery,23.9,23.9,1720.8,1720.8
53405 00,Surgery,26.05,26.05,1875.6,1875.6
53410 00,Surgery,29.2,29.2,2102.4,2102.4
53415 00,Surgery,33.61,33.61,2419.92,2419.92
53420 00,Surgery,25.07,25.07,1805.04,1805.04
53425 00,Surgery,27.88,27.88,2007.36,2007.36
53430 00,Surgery,29.08,29.08,2093.76,2093.76
53431 00,Surgery,34.28,34.28,2468.16,2468.16
53440 00,Surgery,22.5,22.5,1620,1620
53442 00,Surgery,23.53,23.53,1694.16,1694.16
53444 00,Surgery,23.69,23.69,1705.68,1705.68
53445 00,Surgery,22.66,22.66,1631.52,1631.52
53446 00,Surgery,19.26,19.26,1386.72,1386.72
53447 00,Surgery,24.08,24.08,1733.76,1733.76
53448 00,Surgery,37.93,37.93,2730.96,2730.96
53449 00,Surgery,18.36,18.36,1321.92,1321.92
53450 00,Surgery,12.3,12.3,885.6,885.6
53451 00,Surgery,0,0,BR,BR
53452 00,Surgery,0,0,BR,BR
53453 00,Surgery,0,0,BR,BR
53454 00,Surgery,-,-,154.08,132.48
53460 00,Surgery,13.76,13.76,990.72,990.72
53500 00,Surgery,22.42,22.42,1614.24,1614.24
53502 00,Surgery,14.61,14.61,1051.92,1051.92
53505 00,Surgery,14.6,14.6,1051.2,1051.2
53510 00,Surgery,18.95,18.95,1364.4,1364.4
53515 00,Surgery,23.74,23.74,1709.28,1709.28
53520 00,Surgery,16.79,16.79,1208.88,1208.88
53600 00,Surgery,2.66,1.88,191.52,135.36
53601 00,Surgery,2.58,1.58,185.76,113.76
53605 00,Surgery,1.89,1.89,136.08,136.08
53620 00,Surgery,5.1,2.58,367.2,185.76
53621 00,Surgery,4.89,2.13,352.08,153.36
53660 00,Surgery,2.29,1.24,164.88,89.28
53661 00,Surgery,2.25,1.2,162,86.4
53665 00,Surgery,1.12,1.12,80.64,80.64
53850 00,Surgery,42.19,10.72,3037.68,771.84
53852 00,Surgery,41.19,11.48,2965.68,826.56
53854 00,Surgery,49.7,11.48,3578.4,826.56
53855 00,Surgery,19.4,2.42,1396.8,174.24
53860 00,Surgery,70.89,6.66,5104.08,479.52
53899 00,Surgery,0,0,BR,BR
54000 00,Surgery,4.94,3.35,355.68,241.2
54001 00,Surgery,6,4.23,432,304.56
54015 00,Surgery,9.12,9.12,656.64,656.64
54050 00,Surgery,4.37,3.23,314.64,232.56
54055 00,Surgery,4.17,2.9,300.24,208.8
54056 00,Surgery,4.38,3.38,315.36,243.36
54057 00,Surgery,4.31,2.96,310.32,213.12
54060 00,Surgery,5.93,3.97,426.96,285.84
54065 00,Surgery,6.72,5.17,483.84,372.24
54100 00,Surgery,6.1,3.63,439.2,261.36
54105 00,Surgery,8.34,6.39,600.48,460.08
54110 00,Surgery,18.7,18.7,1346.4,1346.4
54111 00,Surgery,23.85,23.85,1717.2,1717.2
54112 00,Surgery,27.95,27.95,2012.4,2012.4
54115 00,Surgery,13.81,12.85,994.32,925.2
54120 00,Surgery,18.96,18.96,1365.12,1365.12
54125 00,Surgery,24.58,24.58,1769.76,1769.76
54130 00,Surgery,35.52,35.52,2557.44,2557.44
54135 00,Surgery,44.84,44.84,3228.48,3228.48
54150 00,Surgery,4.46,2.85,321.12,205.2
54160 00,Surgery,6.66,4.36,479.52,313.92
54161 00,Surgery,5.92,5.92,426.24,426.24
54162 00,Surgery,7.74,6.02,557.28,433.44
54163 00,Surgery,6.61,6.61,475.92,475.92
54164 00,Surgery,5.87,5.87,422.64,422.64
54200 00,Surgery,3.53,2.64,254.16,190.08
54205 00,Surgery,15.99,15.99,1151.28,1151.28
54220 00,Surgery,6.71,4.02,483.12,289.44
54230 00,Surgery,3.21,2.38,231.12,171.36
54231 00,Surgery,4.32,3.45,311.04,248.4
54235 00,Surgery,2.72,2.21,195.84,159.12
54240 00,Surgery,3.22,3.22,231.84,231.84
54240 26,Surgery,1.9,1.9,136.8,136.8
54240 TC,Surgery,1.32,1.32,95.04,95.04
54250 00,Surgery,3.63,3.63,261.36,261.36
54250 26,Surgery,3.19,3.19,229.68,229.68
54250 TC,Surgery,0.44,0.44,31.68,31.68
54300 00,Surgery,19.32,19.32,1391.04,1391.04
54304 00,Surgery,22.34,22.34,1608.48,1608.48
54308 00,Surgery,21.42,21.42,1542.24,1542.24
54312 00,Surgery,24.45,24.45,1760.4,1760.4
54316 00,Surgery,29.63,29.63,2133.36,2133.36
54318 00,Surgery,21.31,21.31,1534.32,1534.32
54322 00,Surgery,23.32,23.32,1679.04,1679.04
54324 00,Surgery,28.86,28.86,2077.92,2077.92
54326 00,Surgery,28.11,28.11,2023.92,2023.92
54328 00,Surgery,27.92,27.92,2010.24,2010.24
54332 00,Surgery,30.09,30.09,2166.48,2166.48
54336 00,Surgery,35.37,35.37,2546.64,2546.64
54340 00,Surgery,17.09,17.09,1230.48,1230.48
54344 00,Surgery,28.16,28.16,2027.52,2027.52
54348 00,Surgery,30.1,30.1,2167.2,2167.2
54352 00,Surgery,42.01,42.01,3024.72,3024.72
54360 00,Surgery,21.56,21.56,1552.32,1552.32
54380 00,Surgery,23.88,23.88,1719.36,1719.36
54385 00,Surgery,27.79,27.79,2000.88,2000.88
54390 00,Surgery,36.93,36.93,2658.96,2658.96
54400 00,Surgery,15.96,15.96,1149.12,1149.12
54401 00,Surgery,20.01,20.01,1440.72,1440.72
54405 00,Surgery,24.12,24.12,1736.64,1736.64
54406 00,Surgery,21.88,21.88,1575.36,1575.36
54408 00,Surgery,23.66,23.66,1703.52,1703.52
54410 00,Surgery,25.81,25.81,1858.32,1858.32
54411 00,Surgery,30.7,30.7,2210.4,2210.4
54415 00,Surgery,16,16,1152,1152
54416 00,Surgery,21.52,21.52,1549.44,1549.44
54417 00,Surgery,26.84,26.84,1932.48,1932.48
54420 00,Surgery,21.02,21.02,1513.44,1513.44
54430 00,Surgery,19.14,19.14,1378.08,1378.08
54435 00,Surgery,12.47,12.47,897.84,897.84
54437 00,Surgery,20.36,20.36,1465.92,1465.92
54438 00,Surgery,39.75,39.75,2862,2862
54440 00,Surgery,-,-,1899.36,1784.88
54450 00,Surgery,2.07,1.69,149.04,121.68
54500 00,Surgery,2.22,2.22,159.84,159.84
54505 00,Surgery,6.28,6.28,452.16,452.16
54512 00,Surgery,16.13,16.13,1161.36,1161.36
54520 00,Surgery,9.89,9.89,712.08,712.08
54522 00,Surgery,17.6,17.6,1267.2,1267.2
54530 00,Surgery,15.3,15.3,1101.6,1101.6
54535 00,Surgery,22.26,22.26,1602.72,1602.72
54550 00,Surgery,14.77,14.77,1063.44,1063.44
54560 00,Surgery,20.57,20.57,1481.04,1481.04
54600 00,Surgery,13.62,13.62,980.64,980.64
54620 00,Surgery,8.93,8.93,642.96,642.96
54640 00,Surgery,12.92,12.92,930.24,930.24
54650 00,Surgery,21.34,21.34,1536.48,1536.48
54660 00,Surgery,10.81,10.81,778.32,778.32
54670 00,Surgery,12.32,12.32,887.04,887.04
54680 00,Surgery,23.52,23.52,1693.44,1693.44
54690 00,Surgery,19.6,19.6,1411.2,1411.2
54692 00,Surgery,22.54,22.54,1622.88,1622.88
54699 00,Surgery,0,0,BR,BR
54700 00,Surgery,6.41,6.41,461.52,461.52
54800 00,Surgery,3.73,3.73,268.56,268.56
54830 00,Surgery,11.23,11.23,808.56,808.56
54840 00,Surgery,9.7,9.7,698.4,698.4
54860 00,Surgery,12.61,12.61,907.92,907.92
54861 00,Surgery,17.07,17.07,1229.04,1229.04
54865 00,Surgery,10.86,10.86,781.92,781.92
54900 00,Surgery,23.91,23.91,1721.52,1721.52
54901 00,Surgery,31.53,31.53,2270.16,2270.16
55000 00,Surgery,3.62,2.53,260.64,182.16
55040 00,Surgery,10.21,10.21,735.12,735.12
55041 00,Surgery,15.39,15.39,1108.08,1108.08
55060 00,Surgery,11.44,11.44,823.68,823.68
55100 00,Surgery,6.98,5.07,502.56,365.04
55110 00,Surgery,11.69,11.69,841.68,841.68
55120 00,Surgery,10.72,10.72,771.84,771.84
55150 00,Surgery,14.83,14.83,1067.76,1067.76
55175 00,Surgery,11,11,792,792
55180 00,Surgery,20.64,20.64,1486.08,1486.08
55200 00,Surgery,11.53,8.36,830.16,601.92
55250 00,Surgery,10.09,6.93,726.48,498.96
55300 00,Surgery,5.51,5.51,396.72,396.72
55400 00,Surgery,15.01,15.01,1080.72,1080.72
55500 00,Surgery,11.81,11.81,850.32,850.32
55520 00,Surgery,13.88,13.88,999.36,999.36
55530 00,Surgery,10.61,10.61,763.92,763.92
55535 00,Surgery,12.95,12.95,932.4,932.4
55540 00,Surgery,16.79,16.79,1208.88,1208.88
55550 00,Surgery,12.93,12.93,930.96,930.96
55559 00,Surgery,0,0,BR,BR
55600 00,Surgery,12.7,12.7,914.4,914.4
55605 00,Surgery,15.76,15.76,1134.72,1134.72
55650 00,Surgery,21.49,21.49,1547.28,1547.28
55680 00,Surgery,10.46,10.46,753.12,753.12
55700 00,Surgery,7.23,3.86,520.56,277.92
55705 00,Surgery,7.92,7.92,570.24,570.24
55706 00,Surgery,11.26,11.26,810.72,810.72
55720 00,Surgery,13.58,13.58,977.76,977.76
55725 00,Surgery,17.89,17.89,1288.08,1288.08
55801 00,Surgery,32.62,32.62,2348.64,2348.64
55810 00,Surgery,38.82,38.82,2795.04,2795.04
55812 00,Surgery,47.72,47.72,3435.84,3435.84
55815 00,Surgery,52.22,52.22,3759.84,3759.84
55821 00,Surgery,25.02,25.02,1801.44,1801.44
55831 00,Surgery,25.65,25.65,1846.8,1846.8
55840 00,Surgery,34.83,34.83,2507.76,2507.76
55842 00,Surgery,34.81,34.81,2506.32,2506.32
55845 00,Surgery,40.47,40.47,2913.84,2913.84
55860 00,Surgery,26.07,26.07,1877.04,1877.04
55862 00,Surgery,32.59,32.59,2346.48,2346.48
55865 00,Surgery,39.66,39.66,2855.52,2855.52
55866 00,Surgery,35.53,35.53,2558.16,2558.16
55867 00,Surgery,31.21,31.21,2247.12,2247.12
55870 00,Surgery,5.36,4.22,385.92,303.84
55873 00,Surgery,170.19,22.84,12253.68,1644.48
55874 00,Surgery,85.22,4.87,6135.84,350.64
55875 00,Surgery,23.31,23.31,1678.32,1678.32
55876 00,Surgery,4.55,3.05,327.6,219.6
55880 00,Surgery,29.21,29.21,2103.12,2103.12
55899 00,Surgery,0,0,BR,BR
55920 00,Surgery,13.72,13.72,987.84,987.84
55970 00,Surgery,0,0,BR,BR
55980 00,Surgery,0,0,BR,BR
56405 00,Surgery,4.44,3.85,319.68,277.2
56420 00,Surgery,5.63,3.35,405.36,241.2
56440 00,Surgery,5.49,5.49,395.28,395.28
56441 00,Surgery,5.56,4.71,400.32,339.12
56442 00,Surgery,1.43,1.43,102.96,102.96
56501 00,Surgery,5.82,4.05,419.04,291.6
56515 00,Surgery,8.39,6.43,604.08,462.96
56605 00,Surgery,2.91,1.77,209.52,127.44
56606 00,Surgery,1.14,0.87,82.08,62.64
56620 00,Surgery,17.81,17.81,1282.32,1282.32
56625 00,Surgery,20.26,20.26,1458.72,1458.72
56630 00,Surgery,29.08,29.08,2093.76,2093.76
56631 00,Surgery,35.88,35.88,2583.36,2583.36
56632 00,Surgery,43.39,43.39,3124.08,3124.08
56633 00,Surgery,37.46,37.46,2697.12,2697.12
56634 00,Surgery,39.18,39.18,2820.96,2820.96
56637 00,Surgery,45.87,45.87,3302.64,3302.64
56640 00,Surgery,46.11,46.11,3319.92,3319.92
56700 00,Surgery,6.15,6.15,442.8,442.8
56740 00,Surgery,9.52,9.52,685.44,685.44
56800 00,Surgery,7.66,7.66,551.52,551.52
56805 00,Surgery,35.11,35.11,2527.92,2527.92
56810 00,Surgery,8.26,8.26,594.72,594.72
56820 00,Surgery,3.79,2.52,272.88,181.44
56821 00,Surgery,5.08,3.4,365.76,244.8
57000 00,Surgery,6.11,6.11,439.92,439.92
57010 00,Surgery,13.87,13.87,998.64,998.64
57020 00,Surgery,3.77,2.37,271.44,170.64
57022 00,Surgery,5.48,5.48,394.56,394.56
57023 00,Surgery,9.67,9.67,696.24,696.24
57061 00,Surgery,5.07,3.5,365.04,252
57065 00,Surgery,7.47,5.63,537.84,405.36
57100 00,Surgery,3.13,1.96,225.36,141.12
57105 00,Surgery,5.37,4.45,386.64,320.4
57106 00,Surgery,16.28,16.28,1172.16,1172.16
57107 00,Surgery,43.96,43.96,3165.12,3165.12
57109 00,Surgery,52.25,52.25,3762,3762
57110 00,Surgery,27.22,27.22,1959.84,1959.84
57111 00,Surgery,52.25,52.25,3762,3762
57120 00,Surgery,16.06,16.06,1156.32,1156.32
57130 00,Surgery,6.97,5.24,501.84,377.28
57135 00,Surgery,7.49,5.69,539.28,409.68
57150 00,Surgery,1.74,0.77,125.28,55.44
57155 00,Surgery,11.97,8.48,861.84,610.56
57156 00,Surgery,6.89,4.52,496.08,325.44
57160 00,Surgery,2.24,1.37,161.28,98.64
57170 00,Surgery,2.34,1.41,168.48,101.52
57180 00,Surgery,5.99,3.66,431.28,263.52
57200 00,Surgery,10.09,10.09,726.48,726.48
57210 00,Surgery,11.92,11.92,858.24,858.24
57220 00,Surgery,10.49,10.49,755.28,755.28
57230 00,Surgery,12.7,12.7,914.4,914.4
57240 00,Surgery,18.51,18.51,1332.72,1332.72
57250 00,Surgery,18.59,18.59,1338.48,1338.48
57260 00,Surgery,23.47,23.47,1689.84,1689.84
57265 00,Surgery,26.24,26.24,1889.28,1889.28
57267 00,Surgery,7.46,7.46,537.12,537.12
57268 00,Surgery,15.33,15.33,1103.76,1103.76
57270 00,Surgery,24.52,24.52,1765.44,1765.44
57280 00,Surgery,29.04,29.04,2090.88,2090.88
57282 00,Surgery,20.92,20.92,1506.24,1506.24
57283 00,Surgery,21.07,21.07,1517.04,1517.04
57284 00,Surgery,25.06,25.06,1804.32,1804.32
57285 00,Surgery,20.87,20.87,1502.64,1502.64
57287 00,Surgery,22.41,22.41,1613.52,1613.52
57288 00,Surgery,22.42,22.42,1614.24,1614.24
57289 00,Surgery,23.97,23.97,1725.84,1725.84
57291 00,Surgery,16.64,16.64,1198.08,1198.08
57292 00,Surgery,24.97,24.97,1797.84,1797.84
57295 00,Surgery,15.16,15.16,1091.52,1091.52
57296 00,Surgery,28.86,28.86,2077.92,2077.92
57300 00,Surgery,18.55,18.55,1335.6,1335.6
57305 00,Surgery,29.46,29.46,2121.12,2121.12
57307 00,Surgery,32.45,32.45,2336.4,2336.4
57308 00,Surgery,20.01,20.01,1440.72,1440.72
57310 00,Surgery,14.88,14.88,1071.36,1071.36
57311 00,Surgery,16.75,16.75,1206,1206
57320 00,Surgery,17.09,17.09,1230.48,1230.48
57330 00,Surgery,23.01,23.01,1656.72,1656.72
57335 00,Surgery,35.47,35.47,2553.84,2553.84
57400 00,Surgery,3.91,3.91,281.52,281.52
57410 00,Surgery,3.19,3.19,229.68,229.68
57415 00,Surgery,5.32,5.32,383.04,383.04
57420 00,Surgery,4.02,2.69,289.44,193.68
57421 00,Surgery,5.38,3.65,387.36,262.8
57423 00,Surgery,27.93,27.93,2010.96,2010.96
57425 00,Surgery,29.26,29.26,2106.72,2106.72
57426 00,Surgery,26.33,26.33,1895.76,1895.76
57452 00,Surgery,3.83,2.73,275.76,196.56
57454 00,Surgery,5.1,4.01,367.2,288.72
57455 00,Surgery,4.89,3.25,352.08,234
57456 00,Surgery,4.61,3.03,331.92,218.16
57460 00,Surgery,9.45,4.78,680.4,344.16
57461 00,Surgery,10.53,5.47,758.16,393.84
57465 00,Surgery,1.65,1.27,118.8,91.44
57500 00,Surgery,4.63,2.26,333.36,162.72
57505 00,Surgery,4.69,3.33,337.68,239.76
57510 00,Surgery,5.06,3.41,364.32,245.52
57511 00,Surgery,6.04,4.47,434.88,321.84
57513 00,Surgery,6.23,4.45,448.56,320.4
57520 00,Surgery,10.72,9,771.84,648
57522 00,Surgery,9.19,7.74,661.68,557.28
57530 00,Surgery,11.36,11.36,817.92,817.92
57531 00,Surgery,55.23,55.23,3976.56,3976.56
57540 00,Surgery,23.87,23.87,1718.64,1718.64
57545 00,Surgery,25.14,25.14,1810.08,1810.08
57550 00,Surgery,13.1,13.1,943.2,943.2
57555 00,Surgery,18.71,18.71,1347.12,1347.12
57556 00,Surgery,17.77,17.77,1279.44,1279.44
57558 00,Surgery,4.8,3.91,345.6,281.52
57700 00,Surgery,10.84,10.84,780.48,780.48
57720 00,Surgery,10.14,10.14,730.08,730.08
57800 00,Surgery,2.35,1.45,169.2,104.4
58100 00,Surgery,3.06,1.89,220.32,136.08
58110 00,Surgery,1.51,1.2,108.72,86.4
58120 00,Surgery,9.02,7.06,649.44,508.32
58140 00,Surgery,27.78,27.78,2000.16,2000.16
58145 00,Surgery,17.22,17.22,1239.84,1239.84
58146 00,Surgery,34.75,34.75,2502,2502
58150 00,Surgery,30.62,30.62,2204.64,2204.64
58152 00,Surgery,37.24,37.24,2681.28,2681.28
58180 00,Surgery,28.96,28.96,2085.12,2085.12
58200 00,Surgery,40.6,40.6,2923.2,2923.2
58210 00,Surgery,54.83,54.83,3947.76,3947.76
58240 00,Surgery,87.85,87.85,6325.2,6325.2
58260 00,Surgery,25.31,25.31,1822.32,1822.32
58262 00,Surgery,27.96,27.96,2013.12,2013.12
58263 00,Surgery,29.96,29.96,2157.12,2157.12
58267 00,Surgery,32.23,32.23,2320.56,2320.56
58270 00,Surgery,26.95,26.95,1940.4,1940.4
58275 00,Surgery,29.86,29.86,2149.92,2149.92
58280 00,Surgery,31.94,31.94,2299.68,2299.68
58285 00,Surgery,42.91,42.91,3089.52,3089.52
58290 00,Surgery,34.64,34.64,2494.08,2494.08
58291 00,Surgery,37.41,37.41,2693.52,2693.52
58292 00,Surgery,39.42,39.42,2838.24,2838.24
58294 00,Surgery,36.61,36.61,2635.92,2635.92
58300 00,Surgery,3.31,1.5,238.32,108
58301 00,Surgery,3.33,1.98,239.76,142.56
58321 00,Surgery,2.48,1.44,178.56,103.68
58322 00,Surgery,2.76,1.72,198.72,123.84
58323 00,Surgery,0.45,0.36,32.4,25.92
58340 00,Surgery,7.26,1.73,522.72,124.56
58345 00,Surgery,8.73,8.73,628.56,628.56
58346 00,Surgery,14.94,14.94,1075.68,1075.68
58350 00,Surgery,4.65,2.88,334.8,207.36
58353 00,Surgery,27.64,6.97,1990.08,501.84
58356 00,Surgery,49.9,10.63,3592.8,765.36
58400 00,Surgery,14.03,14.03,1010.16,1010.16
58410 00,Surgery,24.6,24.6,1771.2,1771.2
58520 00,Surgery,24.09,24.09,1734.48,1734.48
58540 00,Surgery,27.65,27.65,1990.8,1990.8
58541 00,Surgery,22.05,22.05,1587.6,1587.6
58542 00,Surgery,25.02,25.02,1801.44,1801.44
58543 00,Surgery,25.41,25.41,1829.52,1829.52
58544 00,Surgery,27.3,27.3,1965.6,1965.6
58545 00,Surgery,27.19,27.19,1957.68,1957.68
58546 00,Surgery,33.5,33.5,2412,2412
58548 00,Surgery,56.72,56.72,4083.84,4083.84
58550 00,Surgery,26.6,26.6,1915.2,1915.2
58552 00,Surgery,29.54,29.54,2126.88,2126.88
58553 00,Surgery,33.69,33.69,2425.68,2425.68
58554 00,Surgery,39.26,39.26,2826.72,2826.72
58555 00,Surgery,10.84,4.53,780.48,326.16
58558 00,Surgery,39.55,6.92,2847.6,498.24
58559 00,Surgery,8.49,8.49,611.28,611.28
58560 00,Surgery,9.35,9.35,673.2,673.2
58561 00,Surgery,10.7,10.7,770.4,770.4
58562 00,Surgery,12.96,6.63,933.12,477.36
58563 00,Surgery,62.67,7.35,4512.24,529.2
58565 00,Surgery,49.71,13.84,3579.12,996.48
58570 00,Surgery,24.36,24.36,1753.92,1753.92
58571 00,Surgery,27.43,27.43,1974.96,1974.96
58572 00,Surgery,30.56,30.56,2200.32,2200.32
58573 00,Surgery,36.72,36.72,2643.84,2643.84
58575 00,Surgery,58.21,58.21,4191.12,4191.12
58578 00,Surgery,0,0,BR,BR
58579 00,Surgery,0,0,BR,BR
58580 00,Surgery,93.09,11.96,6702.48,861.12
58600 00,Surgery,11.23,11.23,808.56,808.56
58605 00,Surgery,10.21,10.21,735.12,735.12
58611 00,Surgery,2.25,2.25,162,162
58615 00,Surgery,7.67,7.67,552.24,552.24
58660 00,Surgery,20.65,20.65,1486.8,1486.8
58661 00,Surgery,19.65,19.65,1414.8,1414.8
58662 00,Surgery,21.51,21.51,1548.72,1548.72
58670 00,Surgery,11.25,11.25,810,810
58671 00,Surgery,11.25,11.25,810,810
58672 00,Surgery,22,22,1584,1584
58673 00,Surgery,23.87,23.87,1718.64,1718.64
58674 00,Surgery,24.49,24.49,1763.28,1763.28
58679 00,Surgery,0,0,BR,BR
58700 00,Surgery,24.18,24.18,1740.96,1740.96
58720 00,Surgery,22.96,22.96,1653.12,1653.12
58740 00,Surgery,27.2,27.2,1958.4,1958.4
58750 00,Surgery,27.42,27.42,1974.24,1974.24
58752 00,Surgery,27.35,27.35,1969.2,1969.2
58760 00,Surgery,24.75,24.75,1782,1782
58770 00,Surgery,25.98,25.98,1870.56,1870.56
58800 00,Surgery,10.98,9.57,790.56,689.04
58805 00,Surgery,12.98,12.98,934.56,934.56
58820 00,Surgery,10.29,10.29,740.88,740.88
58822 00,Surgery,21.58,21.58,1553.76,1553.76
58825 00,Surgery,21.42,21.42,1542.24,1542.24
58900 00,Surgery,13.25,13.25,954,954
58920 00,Surgery,21.56,21.56,1552.32,1552.32
58925 00,Surgery,23.16,23.16,1667.52,1667.52
58940 00,Surgery,16.8,16.8,1209.6,1209.6
58943 00,Surgery,36.23,36.23,2608.56,2608.56
58950 00,Surgery,34.73,34.73,2500.56,2500.56
58951 00,Surgery,43.47,43.47,3129.84,3129.84
58952 00,Surgery,49.67,49.67,3576.24,3576.24
58953 00,Surgery,60.28,60.28,4340.16,4340.16
58954 00,Surgery,65.23,65.23,4696.56,4696.56
58956 00,Surgery,41.03,41.03,2954.16,2954.16
58957 00,Surgery,47.95,47.95,3452.4,3452.4
58958 00,Surgery,49.81,49.81,3586.32,3586.32
58960 00,Surgery,30.12,30.12,2168.64,2168.64
58970 00,Surgery,7.25,5.87,522,422.64
58974 00,Surgery,-,-,1020.96,918.72
58976 00,Surgery,7.78,6.33,560.16,455.76
58999 00,Surgery,0,0,BR,BR
59000 00,Surgery,3.57,2.43,257.04,174.96
59001 00,Surgery,5.35,5.35,385.2,385.2
59012 00,Surgery,6.05,6.05,435.6,435.6
59015 00,Surgery,4.78,3.95,344.16,284.4
59020 00,Surgery,2.15,2.15,154.8,154.8
59020 26,Surgery,1.1,1.1,79.2,79.2
59020 TC,Surgery,1.05,1.05,75.6,75.6
59025 00,Surgery,1.48,1.48,106.56,106.56
59025 26,Surgery,0.87,0.87,62.64,62.64
59025 TC,Surgery,0.61,0.61,43.92,43.92
59030 00,Surgery,3.36,3.36,241.92,241.92
59050 00,Surgery,1.49,1.49,107.28,107.28
59051 00,Surgery,1.26,1.26,90.72,90.72
59070 00,Surgery,12.03,9.26,866.16,666.72
59072 00,Surgery,15.61,15.61,1123.92,1123.92
59074 00,Surgery,11.57,9.26,833.04,666.72
59076 00,Surgery,15.61,15.61,1123.92,1123.92
59100 00,Surgery,25.95,25.95,1868.4,1868.4
59120 00,Surgery,24.76,24.76,1782.72,1782.72
59121 00,Surgery,24.77,24.77,1783.44,1783.44
59130 00,Surgery,28.73,28.73,2068.56,2068.56
59136 00,Surgery,27.26,27.26,1962.72,1962.72
59140 00,Surgery,12.69,12.69,913.68,913.68
59150 00,Surgery,24.02,24.02,1729.44,1729.44
59151 00,Surgery,23.5,23.5,1692,1692
59160 00,Surgery,8.28,5.72,596.16,411.84
59200 00,Surgery,3.16,1.33,227.52,95.76
59300 00,Surgery,6.96,4.45,501.12,320.4
59320 00,Surgery,4.56,4.56,328.32,328.32
59325 00,Surgery,7.23,7.23,520.56,520.56
59350 00,Surgery,8.36,8.36,601.92,601.92
59400 00,Surgery,73,73,5256,5256
59409 00,Surgery,24.01,24.01,1728.72,1728.72
59410 00,Surgery,32.51,32.51,2340.72,2340.72
59412 00,Surgery,3.09,3.09,222.48,222.48
59414 00,Surgery,2.72,2.72,195.84,195.84
59425 00,Surgery,17,13.02,1224,937.44
59426 00,Surgery,31.1,23.91,2239.2,1721.52
59430 00,Surgery,7.99,5.39,575.28,388.08
59510 00,Surgery,81.17,81.17,5844.24,5844.24
59514 00,Surgery,27.23,27.23,1960.56,1960.56
59515 00,Surgery,40.37,40.37,2906.64,2906.64
59525 00,Surgery,14.44,14.44,1039.68,1039.68
59610 00,Surgery,76.53,76.53,5510.16,5510.16
59612 00,Surgery,27.21,27.21,1959.12,1959.12
59614 00,Surgery,35.15,35.15,2530.8,2530.8
59618 00,Surgery,82.04,82.04,5906.88,5906.88
59620 00,Surgery,28.19,28.19,2029.68,2029.68
59622 00,Surgery,41.85,41.85,3013.2,3013.2
59812 00,Surgery,11.02,9.35,793.44,673.2
59820 00,Surgery,13.37,11.77,962.64,847.44
59821 00,Surgery,13.17,11.5,948.24,828
59830 00,Surgery,14.11,14.11,1015.92,1015.92
59840 00,Surgery,7.61,6.76,547.92,486.72
59841 00,Surgery,12.96,11.31,933.12,814.32
59850 00,Surgery,11.9,11.9,856.8,856.8
59851 00,Surgery,13.03,13.03,938.16,938.16
59852 00,Surgery,17.9,17.9,1288.8,1288.8
59855 00,Surgery,12.92,12.92,930.24,930.24
59856 00,Surgery,15.1,15.1,1087.2,1087.2
